lusid_identifier,date_(DD/MM/YYYY),market_value,returns,portfolio_scope,performance_scope,performance_code
ABC,19/04/2013,10008,0.004633162,returns-load,net-of-fees,total
ABC,19/04/2013,10008,0.004633162,returns-load,external-reported,total
ABC,19/04/2013,10008,0.004633162,returns-load,external-reported,growth
ABC,19/04/2013,10008,0.004633162,returns-load,external-reported,income
ABC,19/04/2013,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,20/04/2013,10008,0.004633162,returns-load,gross-of-fees,total
ABC,20/04/2013,10008,0.004633162,returns-load,net-of-fees,total
ABC,20/04/2013,10008,0.004633162,returns-load,external-reported,total
ABC,20/04/2013,10008,0.004633162,returns-load,external-reported,growth
ABC,20/04/2013,10008,0.004633162,returns-load,external-reported,income
ABC,20/04/2013,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,21/04/2013,10008,0.004633162,returns-load,gross-of-fees,total
ABC,21/04/2013,10008,0.004633162,returns-load,net-of-fees,total
ABC,21/04/2013,10008,0.004633162,returns-load,external-reported,total
ABC,21/04/2013,10008,0.004633162,returns-load,external-reported,growth
ABC,21/04/2013,10008,0.004633162,returns-load,external-reported,income
ABC,21/04/2013,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,22/04/2013,10008,0.004633162,returns-load,gross-of-fees,total
ABC,22/04/2013,10008,0.004633162,returns-load,net-of-fees,total
ABC,22/04/2013,10008,0.004633162,returns-load,external-reported,total
ABC,22/04/2013,10008,0.004633162,returns-load,external-reported,growth
ABC,22/04/2013,10008,0.004633162,returns-load,external-reported,income
ABC,22/04/2013,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,23/04/2013,10008,0.004633162,returns-load,gross-of-fees,total
ABC,23/04/2013,10008,0.004633162,returns-load,net-of-fees,total
ABC,23/04/2013,10008,0.004633162,returns-load,external-reported,total
ABC,23/04/2013,10008,0.004633162,returns-load,external-reported,growth
ABC,23/04/2013,10008,0.004633162,returns-load,external-reported,income
ABC,23/04/2013,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,24/04/2013,10008,0.004633162,returns-load,gross-of-fees,total
ABC,24/04/2013,10008,0.004633162,returns-load,net-of-fees,total
ABC,24/04/2013,10008,0.004633162,returns-load,external-reported,total
ABC,24/04/2013,10008,0.004633162,returns-load,external-reported,growth
ABC,24/04/2013,10008,0.004633162,returns-load,external-reported,income
ABC,24/04/2013,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,25/04/2013,10008,0.004633162,returns-load,gross-of-fees,total
ABC,25/04/2013,10008,0.004633162,returns-load,net-of-fees,total
ABC,25/04/2013,10008,0.004633162,returns-load,external-reported,total
ABC,25/04/2013,10008,0.004633162,returns-load,external-reported,growth
ABC,25/04/2013,10008,0.004633162,returns-load,external-reported,income
ABC,25/04/2013,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,26/04/2013,10008,0.004633162,returns-load,gross-of-fees,total
ABC,26/04/2013,10008,0.004633162,returns-load,net-of-fees,total
ABC,26/04/2013,10008,0.004633162,returns-load,external-reported,total
ABC,26/04/2013,10008,0.004633162,returns-load,external-reported,growth
ABC,26/04/2013,10008,0.004633162,returns-load,external-reported,income
ABC,26/04/2013,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,27/04/2013,10008,0.004633162,returns-load,gross-of-fees,total
ABC,27/04/2013,10008,0.004633162,returns-load,net-of-fees,total
ABC,27/04/2013,10008,0.004633162,returns-load,external-reported,total
ABC,27/04/2013,10008,0.004633162,returns-load,external-reported,growth
ABC,27/04/2013,10008,0.004633162,returns-load,external-reported,income
ABC,27/04/2013,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,28/04/2013,10008,0.004633162,returns-load,gross-of-fees,total
ABC,28/04/2013,10008,0.004633162,returns-load,net-of-fees,total
ABC,28/04/2013,10008,0.004633162,returns-load,external-reported,total
ABC,28/04/2013,10008,0.004633162,returns-load,external-reported,growth
ABC,28/04/2013,10008,0.004633162,returns-load,external-reported,income
ABC,28/04/2013,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,29/04/2013,10008,0.004633162,returns-load,gross-of-fees,total
ABC,29/04/2013,10008,0.004633162,returns-load,net-of-fees,total
ABC,29/04/2013,10008,0.004633162,returns-load,external-reported,total
ABC,29/04/2013,10008,0.004633162,returns-load,external-reported,growth
ABC,29/04/2013,10008,0.004633162,returns-load,external-reported,income
ABC,29/04/2013,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,30/04/2013,10008,0.004633162,returns-load,gross-of-fees,total
ABC,30/04/2013,10008,0.004633162,returns-load,net-of-fees,total
ABC,30/04/2013,10008,0.004633162,returns-load,external-reported,total
ABC,30/04/2013,10008,0.004633162,returns-load,external-reported,growth
ABC,30/04/2013,10008,0.004633162,returns-load,external-reported,income
ABC,30/04/2013,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,01/05/2013,10008,0.004633162,returns-load,gross-of-fees,total
ABC,01/05/2013,10008,0.004633162,returns-load,net-of-fees,total
ABC,01/05/2013,10008,0.004633162,returns-load,external-reported,total
ABC,01/05/2013,10008,0.004633162,returns-load,external-reported,growth
ABC,01/05/2013,10008,0.004633162,returns-load,external-reported,income
ABC,01/05/2013,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,02/05/2013,10008,0.004633162,returns-load,gross-of-fees,total
ABC,02/05/2013,10008,0.004633162,returns-load,net-of-fees,total
ABC,02/05/2013,10008,0.004633162,returns-load,external-reported,total
ABC,02/05/2013,10008,0.004633162,returns-load,external-reported,growth
ABC,02/05/2013,10008,0.004633162,returns-load,external-reported,income
ABC,02/05/2013,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,03/05/2013,10008,0.004633162,returns-load,gross-of-fees,total
ABC,03/05/2013,10008,0.004633162,returns-load,net-of-fees,total
ABC,03/05/2013,10008,0.004633162,returns-load,external-reported,total
ABC,03/05/2013,10008,0.004633162,returns-load,external-reported,growth
ABC,03/05/2013,10008,0.004633162,returns-load,external-reported,income
ABC,03/05/2013,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,04/05/2013,10008,0.004633162,returns-load,gross-of-fees,total
ABC,04/05/2013,10008,0.004633162,returns-load,net-of-fees,total
ABC,04/05/2013,10008,0.004633162,returns-load,external-reported,total
ABC,04/05/2013,10008,0.004633162,returns-load,external-reported,growth
ABC,04/05/2013,10008,0.004633162,returns-load,external-reported,income
ABC,04/05/2013,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,05/05/2013,10008,0.004633162,returns-load,gross-of-fees,total
ABC,05/05/2013,10008,0.004633162,returns-load,net-of-fees,total
ABC,05/05/2013,10008,0.004633162,returns-load,external-reported,total
ABC,05/05/2013,10008,0.004633162,returns-load,external-reported,growth
ABC,05/05/2013,10008,0.004633162,returns-load,external-reported,income
ABC,05/05/2013,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,06/05/2013,10008,0.004633162,returns-load,gross-of-fees,total
ABC,06/05/2013,10008,0.004633162,returns-load,net-of-fees,total
ABC,06/05/2013,10008,0.004633162,returns-load,external-reported,total
ABC,06/05/2013,10008,0.004633162,returns-load,external-reported,growth
ABC,06/05/2013,10008,0.004633162,returns-load,external-reported,income
ABC,06/05/2013,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,07/05/2013,10008,0.004633162,returns-load,gross-of-fees,total
ABC,07/05/2013,10008,0.004633162,returns-load,net-of-fees,total
ABC,07/05/2013,10008,0.004633162,returns-load,external-reported,total
ABC,07/05/2013,10008,0.004633162,returns-load,external-reported,growth
ABC,07/05/2013,10008,0.004633162,returns-load,external-reported,income
ABC,07/05/2013,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,08/05/2013,10008,0.004633162,returns-load,gross-of-fees,total
ABC,08/05/2013,10008,0.004633162,returns-load,net-of-fees,total
ABC,08/05/2013,10008,0.004633162,returns-load,external-reported,total
ABC,08/05/2013,10008,0.004633162,returns-load,external-reported,growth
ABC,08/05/2013,10008,0.004633162,returns-load,external-reported,income
ABC,08/05/2013,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,09/05/2013,10008,0.004633162,returns-load,gross-of-fees,total
ABC,09/05/2013,10008,0.004633162,returns-load,net-of-fees,total
ABC,09/05/2013,10008,0.004633162,returns-load,external-reported,total
ABC,09/05/2013,10008,0.004633162,returns-load,external-reported,growth
ABC,09/05/2013,10008,0.004633162,returns-load,external-reported,income
ABC,09/05/2013,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,10/05/2013,10008,0.004633162,returns-load,gross-of-fees,total
ABC,10/05/2013,10008,0.004633162,returns-load,net-of-fees,total
ABC,10/05/2013,10008,0.004633162,returns-load,external-reported,total
ABC,10/05/2013,10008,0.004633162,returns-load,external-reported,growth
ABC,10/05/2013,10008,0.004633162,returns-load,external-reported,income
ABC,10/05/2013,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,11/05/2013,10008,0.004633162,returns-load,gross-of-fees,total
ABC,11/05/2013,10008,0.004633162,returns-load,net-of-fees,total
ABC,11/05/2013,10008,0.004633162,returns-load,external-reported,total
ABC,11/05/2013,10008,0.004633162,returns-load,external-reported,growth
ABC,11/05/2013,10008,0.004633162,returns-load,external-reported,income
ABC,11/05/2013,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,12/05/2013,10008,0.004633162,returns-load,gross-of-fees,total
ABC,12/05/2013,10008,0.004633162,returns-load,net-of-fees,total
ABC,12/05/2013,10008,0.004633162,returns-load,external-reported,total
ABC,12/05/2013,10008,0.004633162,returns-load,external-reported,growth
ABC,12/05/2013,10008,0.004633162,returns-load,external-reported,income
ABC,12/05/2013,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,13/05/2013,10008,0.004633162,returns-load,gross-of-fees,total
ABC,13/05/2013,10008,0.004633162,returns-load,net-of-fees,total
ABC,13/05/2013,10008,0.004633162,returns-load,external-reported,total
ABC,13/05/2013,10008,0.004633162,returns-load,external-reported,growth
ABC,13/05/2013,10008,0.004633162,returns-load,external-reported,income
ABC,13/05/2013,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,14/05/2013,10008,0.004633162,returns-load,gross-of-fees,total
ABC,14/05/2013,10008,0.004633162,returns-load,net-of-fees,total
ABC,14/05/2013,10008,0.004633162,returns-load,external-reported,total
ABC,14/05/2013,10008,0.004633162,returns-load,external-reported,growth
ABC,14/05/2013,10008,0.004633162,returns-load,external-reported,income
ABC,14/05/2013,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,15/05/2013,10008,0.004633162,returns-load,gross-of-fees,total
ABC,15/05/2013,10008,0.004633162,returns-load,net-of-fees,total
ABC,15/05/2013,10008,0.004633162,returns-load,external-reported,total
ABC,15/05/2013,10008,0.004633162,returns-load,external-reported,growth
ABC,15/05/2013,10008,0.004633162,returns-load,external-reported,income
ABC,15/05/2013,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,16/05/2013,10008,0.004633162,returns-load,gross-of-fees,total
ABC,16/05/2013,10008,0.004633162,returns-load,net-of-fees,total
ABC,16/05/2013,10008,0.004633162,returns-load,external-reported,total
ABC,16/05/2013,10008,0.004633162,returns-load,external-reported,growth
ABC,16/05/2013,10008,0.004633162,returns-load,external-reported,income
ABC,16/05/2013,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,17/05/2013,10008,0.004633162,returns-load,gross-of-fees,total
ABC,17/05/2013,10008,0.004633162,returns-load,net-of-fees,total
ABC,17/05/2013,10008,0.004633162,returns-load,external-reported,total
ABC,17/05/2013,10008,0.004633162,returns-load,external-reported,growth
ABC,17/05/2013,10008,0.004633162,returns-load,external-reported,income
ABC,17/05/2013,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,18/05/2013,10008,0.004633162,returns-load,gross-of-fees,total
ABC,18/05/2013,10008,0.004633162,returns-load,net-of-fees,total
ABC,18/05/2013,10008,0.004633162,returns-load,external-reported,total
ABC,18/05/2013,10008,0.004633162,returns-load,external-reported,growth
ABC,18/05/2013,10008,0.004633162,returns-load,external-reported,income
ABC,18/05/2013,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,19/05/2013,10008,0.004633162,returns-load,gross-of-fees,total
ABC,19/05/2013,10008,0.004633162,returns-load,net-of-fees,total
ABC,19/05/2013,10008,0.004633162,returns-load,external-reported,total
ABC,19/05/2013,10008,0.004633162,returns-load,external-reported,growth
ABC,19/05/2013,10008,0.004633162,returns-load,external-reported,income
ABC,19/05/2013,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,20/05/2013,10008,0.004633162,returns-load,gross-of-fees,total
ABC,20/05/2013,10008,0.004633162,returns-load,net-of-fees,total
ABC,20/05/2013,10008,0.004633162,returns-load,external-reported,total
ABC,20/05/2013,10008,0.004633162,returns-load,external-reported,growth
ABC,20/05/2013,10008,0.004633162,returns-load,external-reported,income
ABC,20/05/2013,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,21/05/2013,10008,0.004633162,returns-load,gross-of-fees,total
ABC,21/05/2013,10008,0.004633162,returns-load,net-of-fees,total
ABC,21/05/2013,10008,0.004633162,returns-load,external-reported,total
ABC,21/05/2013,10008,0.004633162,returns-load,external-reported,growth
ABC,21/05/2013,10008,0.004633162,returns-load,external-reported,income
ABC,21/05/2013,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,22/05/2013,10008,0.004633162,returns-load,gross-of-fees,total
ABC,22/05/2013,10008,0.004633162,returns-load,net-of-fees,total
ABC,22/05/2013,10008,0.004633162,returns-load,external-reported,total
ABC,22/05/2013,10008,0.004633162,returns-load,external-reported,growth
ABC,22/05/2013,10008,0.004633162,returns-load,external-reported,income
ABC,22/05/2013,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,23/05/2013,10008,0.004633162,returns-load,gross-of-fees,total
ABC,23/05/2013,10008,0.004633162,returns-load,net-of-fees,total
ABC,23/05/2013,10008,0.004633162,returns-load,external-reported,total
ABC,23/05/2013,10008,0.004633162,returns-load,external-reported,growth
ABC,23/05/2013,10008,0.004633162,returns-load,external-reported,income
ABC,23/05/2013,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,24/05/2013,10008,0.004633162,returns-load,gross-of-fees,total
ABC,24/05/2013,10008,0.004633162,returns-load,net-of-fees,total
ABC,24/05/2013,10008,0.004633162,returns-load,external-reported,total
ABC,24/05/2013,10008,0.004633162,returns-load,external-reported,growth
ABC,24/05/2013,10008,0.004633162,returns-load,external-reported,income
ABC,24/05/2013,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,25/05/2013,10008,0.004633162,returns-load,gross-of-fees,total
ABC,25/05/2013,10008,0.004633162,returns-load,net-of-fees,total
ABC,25/05/2013,10008,0.004633162,returns-load,external-reported,total
ABC,25/05/2013,10008,0.004633162,returns-load,external-reported,growth
ABC,25/05/2013,10008,0.004633162,returns-load,external-reported,income
ABC,25/05/2013,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,26/05/2013,10008,0.004633162,returns-load,gross-of-fees,total
ABC,26/05/2013,10008,0.004633162,returns-load,net-of-fees,total
ABC,26/05/2013,10008,0.004633162,returns-load,external-reported,total
ABC,26/05/2013,10008,0.004633162,returns-load,external-reported,growth
ABC,26/05/2013,10008,0.004633162,returns-load,external-reported,income
ABC,26/05/2013,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,27/05/2013,10008,0.004633162,returns-load,gross-of-fees,total
ABC,27/05/2013,10008,0.004633162,returns-load,net-of-fees,total
ABC,27/05/2013,10008,0.004633162,returns-load,external-reported,total
ABC,27/05/2013,10008,0.004633162,returns-load,external-reported,growth
ABC,27/05/2013,10008,0.004633162,returns-load,external-reported,income
ABC,27/05/2013,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,28/05/2013,10008,0.004633162,returns-load,gross-of-fees,total
ABC,28/05/2013,10008,0.004633162,returns-load,net-of-fees,total
ABC,28/05/2013,10008,0.004633162,returns-load,external-reported,total
ABC,28/05/2013,10008,0.004633162,returns-load,external-reported,growth
ABC,28/05/2013,10008,0.004633162,returns-load,external-reported,income
ABC,28/05/2013,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,29/05/2013,10008,0.004633162,returns-load,gross-of-fees,total
ABC,29/05/2013,10008,0.004633162,returns-load,net-of-fees,total
ABC,29/05/2013,10008,0.004633162,returns-load,external-reported,total
ABC,29/05/2013,10008,0.004633162,returns-load,external-reported,growth
ABC,29/05/2013,10008,0.004633162,returns-load,external-reported,income
ABC,29/05/2013,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,30/05/2013,10008,0.004633162,returns-load,gross-of-fees,total
ABC,30/05/2013,10008,0.004633162,returns-load,net-of-fees,total
ABC,30/05/2013,10008,0.004633162,returns-load,external-reported,total
ABC,30/05/2013,10008,0.004633162,returns-load,external-reported,growth
ABC,30/05/2013,10008,0.004633162,returns-load,external-reported,income
ABC,30/05/2013,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,31/05/2013,10008,0.004633162,returns-load,gross-of-fees,total
ABC,31/05/2013,10008,0.004633162,returns-load,net-of-fees,total
ABC,31/05/2013,10008,0.004633162,returns-load,external-reported,total
ABC,31/05/2013,10008,0.004633162,returns-load,external-reported,growth
ABC,31/05/2013,10008,0.004633162,returns-load,external-reported,income
ABC,31/05/2013,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,01/06/2013,10008,0.004633162,returns-load,gross-of-fees,total
ABC,01/06/2013,10008,0.004633162,returns-load,net-of-fees,total
ABC,01/06/2013,10008,0.004633162,returns-load,external-reported,total
ABC,01/06/2013,10008,0.004633162,returns-load,external-reported,growth
ABC,01/06/2013,10008,0.004633162,returns-load,external-reported,income
ABC,01/06/2013,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,02/06/2013,10008,0.004633162,returns-load,gross-of-fees,total
ABC,02/06/2013,10008,0.004633162,returns-load,net-of-fees,total
ABC,02/06/2013,10008,0.004633162,returns-load,external-reported,total
ABC,02/06/2013,10008,0.004633162,returns-load,external-reported,growth
ABC,02/06/2013,10008,0.004633162,returns-load,external-reported,income
ABC,02/06/2013,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,03/06/2013,10008,0.004633162,returns-load,gross-of-fees,total
ABC,03/06/2013,10008,0.004633162,returns-load,net-of-fees,total
ABC,03/06/2013,10008,0.004633162,returns-load,external-reported,total
ABC,03/06/2013,10008,0.004633162,returns-load,external-reported,growth
ABC,03/06/2013,10008,0.004633162,returns-load,external-reported,income
ABC,03/06/2013,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,04/06/2013,10008,0.004633162,returns-load,gross-of-fees,total
ABC,04/06/2013,10008,0.004633162,returns-load,net-of-fees,total
ABC,04/06/2013,10008,0.004633162,returns-load,external-reported,total
ABC,04/06/2013,10008,0.004633162,returns-load,external-reported,growth
ABC,04/06/2013,10008,0.004633162,returns-load,external-reported,income
ABC,04/06/2013,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,05/06/2013,10008,0.004633162,returns-load,gross-of-fees,total
ABC,05/06/2013,10008,0.004633162,returns-load,net-of-fees,total
ABC,05/06/2013,10008,0.004633162,returns-load,external-reported,total
ABC,05/06/2013,10008,0.004633162,returns-load,external-reported,growth
ABC,05/06/2013,10008,0.004633162,returns-load,external-reported,income
ABC,05/06/2013,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,06/06/2013,10008,0.004633162,returns-load,gross-of-fees,total
ABC,06/06/2013,10008,0.004633162,returns-load,net-of-fees,total
ABC,06/06/2013,10008,0.004633162,returns-load,external-reported,total
ABC,06/06/2013,10008,0.004633162,returns-load,external-reported,growth
ABC,06/06/2013,10008,0.004633162,returns-load,external-reported,income
ABC,06/06/2013,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,07/06/2013,10008,0.004633162,returns-load,gross-of-fees,total
ABC,07/06/2013,10008,0.004633162,returns-load,net-of-fees,total
ABC,07/06/2013,10008,0.004633162,returns-load,external-reported,total
ABC,07/06/2013,10008,0.004633162,returns-load,external-reported,growth
ABC,07/06/2013,10008,0.004633162,returns-load,external-reported,income
ABC,07/06/2013,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,08/06/2013,10008,0.004633162,returns-load,gross-of-fees,total
ABC,08/06/2013,10008,0.004633162,returns-load,net-of-fees,total
ABC,08/06/2013,10008,0.004633162,returns-load,external-reported,total
ABC,08/06/2013,10008,0.004633162,returns-load,external-reported,growth
ABC,08/06/2013,10008,0.004633162,returns-load,external-reported,income
ABC,08/06/2013,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,09/06/2013,10008,0.004633162,returns-load,gross-of-fees,total
ABC,09/06/2013,10008,0.004633162,returns-load,net-of-fees,total
ABC,09/06/2013,10008,0.004633162,returns-load,external-reported,total
ABC,09/06/2013,10008,0.004633162,returns-load,external-reported,growth
ABC,09/06/2013,10008,0.004633162,returns-load,external-reported,income
ABC,09/06/2013,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,10/06/2013,10008,0.004633162,returns-load,gross-of-fees,total
ABC,10/06/2013,10008,0.004633162,returns-load,net-of-fees,total
ABC,10/06/2013,10008,0.004633162,returns-load,external-reported,total
ABC,10/06/2013,10008,0.004633162,returns-load,external-reported,growth
ABC,10/06/2013,10008,0.004633162,returns-load,external-reported,income
ABC,10/06/2013,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,11/06/2013,10008,0.004633162,returns-load,gross-of-fees,total
ABC,11/06/2013,10008,0.004633162,returns-load,net-of-fees,total
ABC,11/06/2013,10008,0.004633162,returns-load,external-reported,total
ABC,11/06/2013,10008,0.004633162,returns-load,external-reported,growth
ABC,11/06/2013,10008,0.004633162,returns-load,external-reported,income
ABC,11/06/2013,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,12/06/2013,10008,0.004633162,returns-load,gross-of-fees,total
ABC,12/06/2013,10008,0.004633162,returns-load,net-of-fees,total
ABC,12/06/2013,10008,0.004633162,returns-load,external-reported,total
ABC,12/06/2013,10008,0.004633162,returns-load,external-reported,growth
ABC,12/06/2013,10008,0.004633162,returns-load,external-reported,income
ABC,12/06/2013,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,13/06/2013,10008,0.004633162,returns-load,gross-of-fees,total
ABC,13/06/2013,10008,0.004633162,returns-load,net-of-fees,total
ABC,13/06/2013,10008,0.004633162,returns-load,external-reported,total
ABC,13/06/2013,10008,0.004633162,returns-load,external-reported,growth
ABC,13/06/2013,10008,0.004633162,returns-load,external-reported,income
ABC,13/06/2013,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,14/06/2013,10008,0.004633162,returns-load,gross-of-fees,total
ABC,14/06/2013,10008,0.004633162,returns-load,net-of-fees,total
ABC,14/06/2013,10008,0.004633162,returns-load,external-reported,total
ABC,14/06/2013,10008,0.004633162,returns-load,external-reported,growth
ABC,14/06/2013,10008,0.004633162,returns-load,external-reported,income
ABC,14/06/2013,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,15/06/2013,10008,0.004633162,returns-load,gross-of-fees,total
ABC,15/06/2013,10008,0.004633162,returns-load,net-of-fees,total
ABC,15/06/2013,10008,0.004633162,returns-load,external-reported,total
ABC,15/06/2013,10008,0.004633162,returns-load,external-reported,growth
ABC,15/06/2013,10008,0.004633162,returns-load,external-reported,income
ABC,15/06/2013,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,16/06/2013,10008,0.004633162,returns-load,gross-of-fees,total
ABC,16/06/2013,10008,0.004633162,returns-load,net-of-fees,total
ABC,16/06/2013,10008,0.004633162,returns-load,external-reported,total
ABC,16/06/2013,10008,0.004633162,returns-load,external-reported,growth
ABC,16/06/2013,10008,0.004633162,returns-load,external-reported,income
ABC,16/06/2013,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,17/06/2013,10008,0.004633162,returns-load,gross-of-fees,total
ABC,17/06/2013,10008,0.004633162,returns-load,net-of-fees,total
ABC,17/06/2013,10008,0.004633162,returns-load,external-reported,total
ABC,17/06/2013,10008,0.004633162,returns-load,external-reported,growth
ABC,17/06/2013,10008,0.004633162,returns-load,external-reported,income
ABC,17/06/2013,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,18/06/2013,10008,0.004633162,returns-load,gross-of-fees,total
ABC,18/06/2013,10008,0.004633162,returns-load,net-of-fees,total
ABC,18/06/2013,10008,0.004633162,returns-load,external-reported,total
ABC,18/06/2013,10008,0.004633162,returns-load,external-reported,growth
ABC,18/06/2013,10008,0.004633162,returns-load,external-reported,income
ABC,18/06/2013,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,19/06/2013,10008,0.004633162,returns-load,gross-of-fees,total
ABC,19/06/2013,10008,0.004633162,returns-load,net-of-fees,total
ABC,19/06/2013,10008,0.004633162,returns-load,external-reported,total
ABC,19/06/2013,10008,0.004633162,returns-load,external-reported,growth
ABC,19/06/2013,10008,0.004633162,returns-load,external-reported,income
ABC,19/06/2013,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,20/06/2013,10008,0.004633162,returns-load,gross-of-fees,total
ABC,20/06/2013,10008,0.004633162,returns-load,net-of-fees,total
ABC,20/06/2013,10008,0.004633162,returns-load,external-reported,total
ABC,20/06/2013,10008,0.004633162,returns-load,external-reported,growth
ABC,20/06/2013,10008,0.004633162,returns-load,external-reported,income
ABC,20/06/2013,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,21/06/2013,10008,0.004633162,returns-load,gross-of-fees,total
ABC,21/06/2013,10008,0.004633162,returns-load,net-of-fees,total
ABC,21/06/2013,10008,0.004633162,returns-load,external-reported,total
ABC,21/06/2013,10008,0.004633162,returns-load,external-reported,growth
ABC,21/06/2013,10008,0.004633162,returns-load,external-reported,income
ABC,21/06/2013,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,22/06/2013,10008,0.004633162,returns-load,gross-of-fees,total
ABC,22/06/2013,10008,0.004633162,returns-load,net-of-fees,total
ABC,22/06/2013,10008,0.004633162,returns-load,external-reported,total
ABC,22/06/2013,10008,0.004633162,returns-load,external-reported,growth
ABC,22/06/2013,10008,0.004633162,returns-load,external-reported,income
ABC,22/06/2013,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,23/06/2013,10008,0.004633162,returns-load,gross-of-fees,total
ABC,23/06/2013,10008,0.004633162,returns-load,net-of-fees,total
ABC,23/06/2013,10008,0.004633162,returns-load,external-reported,total
ABC,23/06/2013,10008,0.004633162,returns-load,external-reported,growth
ABC,23/06/2013,10008,0.004633162,returns-load,external-reported,income
ABC,23/06/2013,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,24/06/2013,10008,0.004633162,returns-load,gross-of-fees,total
ABC,24/06/2013,10008,0.004633162,returns-load,net-of-fees,total
ABC,24/06/2013,10008,0.004633162,returns-load,external-reported,total
ABC,24/06/2013,10008,0.004633162,returns-load,external-reported,growth
ABC,24/06/2013,10008,0.004633162,returns-load,external-reported,income
ABC,24/06/2013,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,25/06/2013,10008,0.004633162,returns-load,gross-of-fees,total
ABC,25/06/2013,10008,0.004633162,returns-load,net-of-fees,total
ABC,25/06/2013,10008,0.004633162,returns-load,external-reported,total
ABC,25/06/2013,10008,0.004633162,returns-load,external-reported,growth
ABC,25/06/2013,10008,0.004633162,returns-load,external-reported,income
ABC,25/06/2013,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,26/06/2013,10008,0.004633162,returns-load,gross-of-fees,total
ABC,26/06/2013,10008,0.004633162,returns-load,net-of-fees,total
ABC,26/06/2013,10008,0.004633162,returns-load,external-reported,total
ABC,26/06/2013,10008,0.004633162,returns-load,external-reported,growth
ABC,26/06/2013,10008,0.004633162,returns-load,external-reported,income
ABC,26/06/2013,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,27/06/2013,10008,0.004633162,returns-load,gross-of-fees,total
